,n,p,q,alpha1,alpha2,beta1,beta2,p0,p1,q0,q1,weight
1577,4463,25678148788792121330489123602207275478752383967796332119935064329375307817062101402130245621774744682652487212207821723404800255555654221569553388512830110176002349253186365821283800729379736842460740560378434391269260620581421682002344364871732546107340228027819783452624341146460677001544482816,17837282395401418282686976268481626804609060488232461409161513490428797362331254232483865723967168770817692829511393051156981987900960490310376582179385691016861096189905829620415025373870103765865778648871727586731695741058046329746245245024984145633181151196927938277746396117353717218294010209,1234005558178113057886283251717100670279361657917001348174737435290315226263148085157810530594970307026946096996851972115063827840596935303524777076546129436154008607826083691535971071896032533564817206941221153242660141199804357522893297421371984260059953430456991720496824463420701337852032607095,21401597868776526413887766563029468884600201404048757654006393744004829100187162671239946306886070834958908208388642663541688348189375743312074509416243440475294547550170567697616734238983277147311283654272433761741398447105831886733095951442924226237337496780108274011894791159202370727815594112,42803195737553052827775533126058937769200402808097515308012787488009658200374325342479892613772141669917816416777285327083376696378751486624149018832486880950589095100341135395233468477966554294622567308544867523482796894211663773466191902885848452474674993560216548023789582318404741455631188224,276496876132223405307255938094801853076262975110240051125865434750238679422618885314320083037188058935009208379308082481528977781894899238970373532723757435840019853870957582687871627133325685315890030683670435411754456912346932001544543450901184015249821517019267694487301022500717306263059065,1,5067361126739648632448979668665874915493613660826062803934348491647596259818611790683384549096496965607133423996345604132153279868114970957991040896,1,4223420698367783758793298334028468095906873790065022968967667620281673049709039616693715018126459046336821493182123745751446829493767189474630532047,1234005558178113057886283251717100670279361657917001348174737435290315226263148085157810530594970307026946096996851972115063827840596935303524777076546129436154008607826083691535971071896032533564817206941221153242660141199804357522893297421371984260059953430456991720496824463420701337852032607095
1578,4466,18,11,203,3,132,1,2,3,11,1,203
1579,4469,5458636380608054252925811769257431381701,1762066431171873436352743839550435948900,414656420620155867578213819916311536036420,5166413942749362775478143255955058223299,5166413942749362775478143255955058223299,46392528599256642154644643087526464090,4469,1105189894836697577,1,41976975012164388170,414656420620155867578213819916311536036420
1580,4470,745,216,53640,713,713,6,745,1,6,6,53640
1581,4471,1656369,1077248,5187737,82368,43325568,305161,1,1287,263,64,43325568
1582,4478,27750305056392367694086541486234155120453497563925175948751273235864293442819401244800,25389797853841995332817444964570555021886421440711147542557115083041501034333904794721,529957334784054904721053092982753048068305803138249022493375229878753179821562245749249,18769318524712766040562502822954360859102174642875399128611052825066915300905608047480,75077274098851064162250011291817443436408698571501596514444211300267661203622432189920,236693762744106701527937960242408686051052167547230470072967945457236793131559734591,2,3724936580426059260163530656667714656643320,1,5038829016134799878353252099849234441440689,529957334784054904721053092982753048068305803138249022493375229878753179821562245749249
1583,4479,690907217992996,132275048185921,604614870978292,10132589360985,45383867747851815,302307435489146,1,26285114,1,11501089,45383867747851815
1584,4481,4225,256,2080,63,282303,1040,1,65,1,16,282303
1585,4485,621,16,1656,77,5005,12,69,3,1,4,5005
1586,4486,956413435289112629560476728102630271084117762455797029527858,4549360301321684111639091421549944319928497679334077737009,186570508155066876008615568485196531403818437720546728790924,20194175128113936611326509636874975407741501926749307765391,45295534812359559819205361115510569839564188821698697317772013,46642627038766719002153892121299132850954609430136682197731,2,691524921925852441493598479173,1,67448945887402006985852554247,45295534812359559819205361115510569839564188821698697317772013
1587,4487,252905409,229028800,2715871489,90965160,1273512240,4236929,1,15903,7,5720,2715871489
1588,4490,17161,4840,57640,777,348873,2882,1,131,10,22,348873
1589,4493,11746699159922673855919890114526027744229601136516565963225449861925,597651270965433219004513845658777302569678237555179882035410528644,355205802676789854302066039630408065359423332489432642079471892548220,11731485588451338758128047242060064818965914493177191530602137829917,11731485588451338758128047242060064818965914493177191530602137829917,39528800653993974438244607125574011279704354828559163374078777270,4493,51131638979872443517302329866165,1,773079084547909120966665191022238,355205802676789854302066039630408065359423332489432642079471892548220
1590,4494,19166,18083,11001,481,1441076,3667,14,37,107,13,1441076
1591,4495,3559730626805,2299762541516,2717126126637,42676148482,383658574853180,2717126126637,5,843769,899,50578,383658574853180
1592,4501,1763226169153690758765183612945472268164,13750108343066581312197459843964939203,7896643895342226806638984715237091971532,666416585510997191961939029265236902079,4664916098576980343733573204856658314553,6140469592023504515271372251350771362,1,41990786717489477858,643,146233735350949089,7896643895342226806638984715237091971532
1593,4502,1248571656766169750450,423068608241342565649,2055687667166684550580,24759564695120322243,55733780128715845368993,513921916791671137645,2,24985712485,1,20568631657,55733780128715845368993
1594,4503,126630497836,35105491875,1006755734100,13688620157,1081400992403,8831190650,19,81638,3,108175,1081400992403
1595,4510,42250,12321,144300,1903,858253,7215,10,65,1,111,858253
1596,4511,791122813,59474412,29137577508,788884085,788884085,3229614,13,7801,347,414,29137577508
1597,4517,4076044269268019695900325,3556013792264446948811236,1992210529602153115138077,56646896227439012659990,511748060518684040370349660,1992210529602153115138077,4517,30039617665,1,1885739587606,511748060518684040370349660
1598,4519,125226417989788580428287147331600,122780526974250994242293291219961,1655661853871194743810732575197949,123997441876371251071642514050260,247994883752742502143285028100520,366377927389067214828663990971,1,11190461026686460,1,11080637480499531,1655661853871194743810732575197949
1599,4526,139177928,32615521,190564648,2844219,6436467597,47641162,2,8342,1,5711,6436467597
1600,4529,1008,361,3192,37,23939,228,7,12,1,19,23939
1601,4533,7151357839486635148791016478260716909213358361628537643200,2258589763920766390852503299648603812253598541422318175081,13922061750070946127616687313892283653179388591290864826480,174557569170739993973547427367781632582141762867618097643,263756487016988130894030162752718046831616203692970945538573,2320343625011824354602781218982047275529898098548477471080,3,48824030420434823516530330120,1,47524622712029670471300662509,263756487016988130894030162752718046831616203692970945538573
1602,4534,8709305828095417152895275852089345496242672964003424023232830700230968402,586419701402362727690350924611280522809767444018344949216825617070860561,6392062905280937221107147929238930382232062358190186343564079230655088724,182503445703014869722161322497673392058138128923916231003720092930055643,413735311408734709660139718102225579795799138270518095685433450672436142681,1598015726320234305276786982309732595558015589547546585891019807663772181,2,2086780514104851559016580906365619149,1,765780452481233505983230058561464169,413735311408734709660139718102225579795799138270518095685433450672436142681
1603,4535,12317106980161609924,11866115230844850481,222397564689626796795,12089508291789252962,24179016583578505924,49040256822409437,1,3509573618,1,3444722809,222397564689626796795
1604,4541,7282595891259567244250680122186410485321713062500,7238700156120829138135464123730202901528097357579,12342774755901383220534414732461250544142020554549,1665699284400991659512606271566877188110209146750,63296572807237683061479038319541333148187947576500,51643409020507879583826003064691424870887115291,1,2698628520426545711461750,19,617239190867852730505421,63296572807237683061479038319541333148187947576500
1605,4542,5325026555892535626071050394,32204529628906592477248369,32226437773843311590138011204,3074349291000839889407859745,9223047873002519668223579235,10642813003250763404933293,1514,1875417444661,1,5674903490713,32226437773843311590138011204
1606,4543,794626005436939375,145132034777064196,1796975039771932300,30667137367658979,19902972151610677371,128355359983709450,7,336924325,1,380961986,19902972151610677371
1607,4549,398821792487393122163306000283885966839782876375855624307406405585090741326463189368169061,56904447757279972722012971860399673807084660798463227766754902363995191656167679275604900,20321254322180448534661061636615582830270612173745893362611980793480061166959356433144290620,394741315279128408717001405676798538766201033925305647790311658491442963854341495780964061,394741315279128408717001405676798538766201033925305647790311658491442963854341495780964061,2233595770738673173737201762652844892313762604280709316620354011154106525275814072669190,4549,9363354626816705889904403981866591467602833,1,238546531639594317372261600914897345339147430,20321254322180448534661061636615582830270612173745893362611980793480061166959356433144290620
1608,4551,17144898461293,14265174310668,9510643781275,231820897218,2110033806478236,9510643781275,37,680717,123,340554,2110033806478236
1609,4558,200735304634,149882799609,875603667785,16847475999,3571664911788,20362875995,106,43517,1,387147,3571664911788
1610,4559,2737728,7921,2900688,399337,18768839,14952,97,168,1,89,18768839
1611,4565,1975749644,1656571401,21934755695,545474802,12000445644,52854833,11,13402,1,40701,21934755695
